property_id,retailer,occupancy_status,business_type,resource zone,year_col,consumption,year
33,Retailer D,Occupied,Commercial - Retail,RZ08,consumption 2021,37.8,2021
35,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2021,96.41,2021
36,Retailer B,Vacant,Commercial - Retail,RZ04,consumption 2021,0.0,2021
37,Retailer H,Occupied,Commercial - Retail,RZ03,consumption 2021,53.02,2021
40,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2021,77.23,2021
41,Retailer A,Occupied,Commercial - Office,RZ03,consumption 2021,8.91,2021
42,Retailer A,Occupied,Commercial - Education,RZ02,consumption 2021,902.82,2021
43,Retailer B,Vacant,Commercial - Industrial,RZ03,consumption 2021,0.0,2021
44,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2021,8.18,2021
45,Retailer B,Vacant,,RZ04,consumption 2021,0.0,2021
47,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2021,38.08,2021
48,Retailer B,Vacant,,RZ03,consumption 2021,0.0,2021
49,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2021,11.88,2021
50,Retailer B,Occupied,Land - Allotment,RZ08,consumption 2021,589.34,2021
51,Retailer B,Occupied,Residential - Dwelling,RZ05,consumption 2021,1227.79,2021
52,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2021,368.96,2021
54,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2021,2.23,2021
55,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ03,consumption 2021,1942.18,2021
56,Retailer D,Occupied,Commercial - Retail,RZ08,consumption 2021,523.97,2021
57,Retailer B,Occupied,Commercial - Retail,RZ06,consumption 2021,0.0,2021
58,Retailer B,Occupied,,RZ06,consumption 2021,211.94,2021
59,Retailer A,Occupied,Commercial - Leisure,RZ02,consumption 2021,45.83,2021
60,Retailer B,Occupied,Commercial - Office,RZ06,consumption 2021,95.6,2021
61,Retailer A,Occupied,Commercial - Retail,RZ06,consumption 2021,7.98,2021
63,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2021,331.2,2021
64,Retailer D,Occupied,Commercial - Industrial,RZ07,consumption 2021,25.1,2021
68,Retailer A,Occupied,Commercial - Retail,RZ08,consumption 2021,0.0,2021
69,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2021,103.33,2021
70,Retailer B,Occupied,Commercial - Agricultural,RZ02,consumption 2021,88.59,2021
71,Retailer B,Occupied,Parent Shell - Property Shell,RZ04,consumption 2021,0.0,2021
73,Retailer I,Occupied,Commercial - Office,RZ08,consumption 2021,29.64,2021
74,Retailer A,Occupied,Commercial - Retail,RZ01,consumption 2021,12.33,2021
75,Retailer D,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ03,consumption 2021,199.27,2021
76,Retailer B,Occupied,Commercial - Office,RZ05,consumption 2021,205.99,2021
77,Retailer B,Occupied,Commercial - Agricultural,RZ05,consumption 2021,1043.17,2021
78,Retailer B,Occupied,Residential - Dwelling,RZ05,consumption 2021,841.59,2021
79,Retailer A,Occupied,Commercial - Retail,RZ03,consumption 2021,28.92,2021
80,Retailer B,Occupied,Commercial - Retail,RZ07,consumption 2021,58.7,2021
82,Retailer B,Occupied,Commercial - Industrial,RZ05,consumption 2021,116.29,2021
84,Retailer B,Occupied,Object of Interest - Place of Worship,RZ06,consumption 2021,14.39,2021
85,Retailer B,Occupied,,RZ07,consumption 2021,0.0,2021
86,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2021,8.64,2021
87,Retailer I,Occupied,Commercial - Retail,RZ03,consumption 2021,1798.12,2021
88,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2021,71.96,2021
89,Retailer B,Occupied,Residential - Dwelling,RZ07,consumption 2021,4.03,2021
90,Retailer F,Occupied,Parent Shell - Property Shell,RZ04,consumption 2021,0.0,2021
91,Retailer B,Occupied,Object of Interest - Place of Worship,RZ04,consumption 2021,912.5,2021
92,Retailer B,Vacant,Commercial - Industrial,RZ05,consumption 2021,570.15,2021
93,Retailer J,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ04,consumption 2021,6202.97,2021
94,Retailer B,Vacant,Commercial - Retail,RZ01,consumption 2021,56.93,2021
96,Retailer A,Occupied,Commercial - Community Services,RZ03,consumption 2021,109.12,2021
97,Retailer A,Occupied,Object of Interest - Place of Worship,RZ06,consumption 2021,23.04,2021
99,Retailer B,Occupied,,RZ,consumption 2021,0.0,2021
100,Retailer B,Occupied,Parent Shell - Property Shell,RZ06,consumption 2021,758.77,2021
101,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ02,consumption 2021,244.62,2021
102,Retailer A,Occupied,Commercial - Office,RZ01,consumption 2021,11.07,2021
103,Retailer G,Occupied,Commercial - Retail,RZ04,consumption 2021,164.83,2021
104,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2021,5.08,2021
105,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2021,11.97,2021
108,Retailer A,Occupied,,RZ06,consumption 2021,483.6,2021
109,Retailer B,Occupied,Commercial - Community Services,RZ04,consumption 2021,50.69,2021
110,Retailer B,Occupied,Residential - Dwelling,RZ03,consumption 2021,5790.77,2021
111,Retailer D,Occupied,,RZ07,consumption 2021,119.68,2021
112,Retailer B,Occupied,Object of Interest - Place of Worship,RZ05,consumption 2021,45.02,2021
113,Retailer A,Occupied,Commercial - Retail,RZ08,consumption 2021,0.0,2021
114,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2021,8.93,2021
115,Retailer K,Occupied,Commercial - Retail,RZ01,consumption 2021,2546.9,2021
117,Retailer A,Occupied,Commercial - Medical,RZ03,consumption 2021,113.62,2021
118,Retailer A,Occupied,Commercial - Retail,RZ03,consumption 2021,90.83,2021
119,Retailer A,Vacant,Parent Shell - Property Shell,RZ02,consumption 2021,8.47,2021
120,Retailer B,Occupied,Commercial - Retail,RZ02,consumption 2021,82.32,2021
121,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2021,0.0,2021
123,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2021,0.0,2021
124,Retailer B,Occupied,Residential - Dwelling,RZ06,consumption 2021,822.34,2021
125,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2021,360.01,2021
126,Retailer A,Occupied,Commercial - Office,RZ02,consumption 2021,11.97,2021
127,Retailer G,Occupied,Parent Shell - Property Shell,RZ04,consumption 2021,1144.08,2021
128,Retailer B,Occupied,,RZ04,consumption 2021,4973.13,2021
130,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2021,53.21,2021
131,Retailer D,Occupied,Commercial - Retail,RZ03,consumption 2021,57.05,2021
132,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2021,416.83,2021
133,Retailer A,Occupied,Parent Shell - Property Shell,RZ04,consumption 2021,99.45,2021
134,Retailer B,Occupied,Residential - Dwelling,RZ01,consumption 2021,183.54,2021
135,Retailer B,Vacant,Parent Shell - Property Shell,RZ02,consumption 2021,60.73,2021
138,Retailer A,Occupied,Residential - Dwelling,RZ01,consumption 2021,2691.82,2021
139,Retailer A,Occupied,Commercial - Retail,RZ01,consumption 2021,844.23,2021
140,Retailer A,Occupied,Commercial - Leisure,RZ01,consumption 2021,37.49,2021
142,Retailer A,Occupied,Commercial - Retail,RZ01,consumption 2021,60.85,2021
143,Retailer D,Occupied,Commercial - Industrial,RZ06,consumption 2021,9.03,2021
144,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2021,225.05,2021
146,Retailer A,Occupied,Object of Interest - Place of Worship,RZ02,consumption 2021,1.4,2021
148,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2021,673.16,2021
149,Retailer B,Occupied,,RZ05,consumption 2021,396.82,2021
150,Retailer B,Occupied,Commercial - Agricultural,RZ07,consumption 2021,23.24,2021
151,Retailer B,Occupied,,RZ04,consumption 2021,0.0,2021
152,Retailer F,Occupied,Commercial - Education,RZ07,consumption 2021,613.82,2021
153,Retailer B,Occupied,Commercial - Agricultural,RZ02,consumption 2021,277.99,2021
154,Retailer B,Occupied,Commercial - Leisure,RZ02,consumption 2021,72.67,2021
157,Retailer B,Occupied,Commercial - Leisure,RZ02,consumption 2021,983.57,2021
159,Retailer A,Occupied,Commercial - Transport,RZ01,consumption 2021,1.24,2021
160,Retailer C,Occupied,Parent Shell - Property Shell,RZ04,consumption 2021,708.78,2021
161,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2021,19.06,2021
162,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2021,324.82,2021
163,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2021,65.43,2021
164,Retailer D,Occupied,,RZ01,consumption 2021,0.0,2021
165,Retailer D,Occupied,Commercial - Retail,RZ05,consumption 2021,1123.8,2021
167,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2021,3.4,2021
168,Retailer B,Occupied,Dual Use,RZ02,consumption 2021,157.61,2021
169,Retailer B,Occupied,Commercial - Office,RZ03,consumption 2021,13.32,2021
170,Retailer B,Occupied,Commercial - Industrial,RZ03,consumption 2021,0.0,2021
172,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2021,35.3,2021
173,Retailer I,Occupied,Commercial - Education,RZ03,consumption 2021,2023.08,2021
175,Retailer A,Occupied,Commercial - Industrial,RZ02,consumption 2021,131.6,2021
176,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2021,27.83,2021
177,Retailer D,Occupied,Commercial - Retail,RZ04,consumption 2021,20.98,2021
178,Retailer B,Occupied,Commercial - Medical,RZ04,consumption 2021,80.86,2021
180,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2021,18.64,2021
181,Retailer A,Occupied,Commercial - Industrial,RZ02,consumption 2021,24.14,2021
183,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2021,788.88,2021
184,Retailer F,Occupied,Commercial - Retail,RZ04,consumption 2021,1834.93,2021
185,Retailer D,Occupied,Parent Shell - Property Shell,RZ02,consumption 2021,102.85,2021
187,Retailer B,Occupied,Commercial - Office,RZ08,consumption 2021,0.0,2021
188,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2021,39.8,2021
189,Retailer I,Occupied,Commercial - Emergency/Rescue Service,RZ06,consumption 2021,22.6,2021
190,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2021,0.0,2021
191,Retailer B,Occupied,Residential - Dwelling,RZ02,consumption 2021,9.39,2021
192,Retailer L,Occupied,Commercial - Retail,RZ04,consumption 2021,476.66,2021
193,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2021,1215.51,2021
195,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2021,26.63,2021
196,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2021,632.63,2021
197,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2021,15.75,2021
198,Retailer G,Vacant,Commercial - Retail,RZ02,consumption 2021,9.68,2021
199,Retailer B,Occupied,Residential - Dwelling,RZ03,consumption 2021,3.39,2021
200,Retailer B,Occupied,Commercial - Leisure,RZ05,consumption 2021,4.52,2021
201,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2021,36.52,2021
203,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2021,3.84,2021
204,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ04,consumption 2021,510.8,2021
205,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2021,138.08,2021
206,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2021,106.73,2021
207,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2021,49.18,2021
208,Retailer A,Occupied,Commercial - Education,RZ02,consumption 2021,666.59,2021
209,Retailer A,Occupied,Parent Shell - Property Shell,RZ05,consumption 2021,273.93,2021
210,Retailer B,Occupied,,RZ02,consumption 2021,11.54,2021
211,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2021,24.1,2021
212,Retailer B,Vacant,Commercial - Retail,RZ06,consumption 2021,0.51,2021
1,Retailer A,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ01,consumption 2020,8.49,2020
2,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2020,26.88,2020
3,Retailer B,Vacant,Commercial - Retail,RZ05,consumption 2020,0.49,2020
4,Retailer A,Occupied,Parent Shell - Property Shell,RZ02,consumption 2020,294.53,2020
5,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2020,30.64,2020
7,Retailer B,Vacant,Commercial - Retail,RZ04,consumption 2020,35.11,2020
8,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2020,0.0,2020
9,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2020,21.47,2020
11,Retailer D,Occupied,,RZ03,consumption 2020,51.99,2020
12,Retailer B,Occupied,,RZ02,consumption 2020,3.25,2020
13,Retailer E,Occupied,Residential - Residential Institution,RZ06,consumption 2020,2015.07,2020
14,Retailer B,Vacant,Commercial - Utility,RZ08,consumption 2020,0.0,2020
15,Retailer B,Occupied,Commercial - Community Services,RZ04,consumption 2020,-19.33,2020
16,Retailer B,Occupied,Residential - Dwelling,RZ02,consumption 2020,2270.05,2020
17,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2020,0.0,2020
18,Retailer A,Vacant,Commercial - Medical,RZ08,consumption 2020,180.27,2020
19,Retailer A,Occupied,Commercial - Community Services,RZ06,consumption 2020,31.89,2020
20,Retailer B,Occupied,,RZ,consumption 2020,733.88,2020
21,Retailer B,Vacant,,RZ02,consumption 2020,0.0,2020
22,Retailer E,Occupied,,RZ04,consumption 2020,-1196.56,2020
24,Retailer A,Occupied,Commercial - Medical,RZ01,consumption 2020,0.0,2020
25,Retailer F,Occupied,Commercial - Industrial,RZ04,consumption 2020,619.71,2020
27,Retailer G,Occupied,Commercial - Retail,RZ07,consumption 2020,22.21,2020
28,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2020,26.33,2020
29,Retailer B,Vacant,,RZ03,consumption 2020,0.0,2020
30,Retailer B,Vacant,,RZ03,consumption 2020,0.0,2020
31,Retailer B,Vacant,Commercial - Storage Land,RZ04,consumption 2020,0.0,2020
32,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2020,0.0,2020
33,Retailer D,Occupied,Commercial - Retail,RZ08,consumption 2020,16.7,2020
35,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2020,186.85,2020
37,Retailer H,Occupied,Commercial - Retail,RZ03,consumption 2020,3.16,2020
40,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2020,36.05,2020
41,Retailer A,Occupied,Commercial - Office,RZ03,consumption 2020,12.06,2020
43,Retailer B,Vacant,Commercial - Industrial,RZ03,consumption 2020,0.0,2020
44,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2020,12.91,2020
45,Retailer B,Vacant,,RZ04,consumption 2020,0.0,2020
47,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2020,45.36,2020
48,Retailer B,Vacant,,RZ03,consumption 2020,0.0,2020
49,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2020,11.82,2020
50,Retailer B,Occupied,Land - Allotment,RZ08,consumption 2020,0.0,2020
51,Retailer B,Occupied,Residential - Dwelling,RZ05,consumption 2020,1343.3,2020
52,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2020,256.77,2020
54,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2020,0.0,2020
55,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ03,consumption 2020,3260.96,2020
56,Retailer D,Occupied,Commercial - Retail,RZ08,consumption 2020,364.34,2020
57,Retailer B,Occupied,Commercial - Retail,RZ06,consumption 2020,11.89,2020
58,Retailer B,Occupied,,RZ06,consumption 2020,214.95,2020
59,Retailer A,Occupied,Commercial - Leisure,RZ02,consumption 2020,15.33,2020
60,Retailer B,Occupied,Commercial - Office,RZ06,consumption 2020,85.19,2020
61,Retailer A,Occupied,Commercial - Retail,RZ06,consumption 2020,12.94,2020
63,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2020,353.82,2020
68,Retailer A,Occupied,Commercial - Retail,RZ08,consumption 2020,0.0,2020
69,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2020,32.65,2020
70,Retailer B,Occupied,Commercial - Agricultural,RZ02,consumption 2020,62.7,2020
71,Retailer B,Occupied,Parent Shell - Property Shell,RZ04,consumption 2020,-6.54,2020
72,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2020,143.19,2020
74,Retailer A,Occupied,Commercial - Retail,RZ01,consumption 2020,15.49,2020
75,Retailer D,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ03,consumption 2020,62.8,2020
76,Retailer B,Occupied,Commercial - Office,RZ05,consumption 2020,173.78,2020
77,Retailer B,Occupied,Commercial - Agricultural,RZ05,consumption 2020,2073.4,2020
78,Retailer B,Occupied,Residential - Dwelling,RZ05,consumption 2020,1048.79,2020
79,Retailer A,Occupied,Commercial - Retail,RZ03,consumption 2020,39.54,2020
80,Retailer B,Occupied,Commercial - Retail,RZ07,consumption 2020,11.97,2020
82,Retailer B,Occupied,Commercial - Industrial,RZ05,consumption 2020,92.94,2020
84,Retailer B,Occupied,Object of Interest - Place of Worship,RZ06,consumption 2020,9.61,2020
85,Retailer B,Occupied,,RZ07,consumption 2020,0.0,2020
87,Retailer I,Occupied,Commercial - Retail,RZ03,consumption 2020,969.63,2020
88,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2020,82.98,2020
89,Retailer B,Occupied,Residential - Dwelling,RZ07,consumption 2020,5.2,2020
90,Retailer F,Occupied,Parent Shell - Property Shell,RZ04,consumption 2020,0.0,2020
92,Retailer B,Vacant,Commercial - Industrial,RZ05,consumption 2020,256.94,2020
93,Retailer J,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ04,consumption 2020,8096.37,2020
94,Retailer B,Vacant,Commercial - Retail,RZ01,consumption 2020,53.53,2020
96,Retailer A,Occupied,Commercial - Community Services,RZ03,consumption 2020,23.88,2020
97,Retailer A,Occupied,Object of Interest - Place of Worship,RZ06,consumption 2020,31.34,2020
99,Retailer B,Occupied,,RZ,consumption 2020,0.0,2020
100,Retailer B,Occupied,Parent Shell - Property Shell,RZ06,consumption 2020,945.9,2020
101,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ02,consumption 2020,183.51,2020
102,Retailer A,Occupied,Commercial - Office,RZ01,consumption 2020,38.96,2020
103,Retailer G,Occupied,Commercial - Retail,RZ04,consumption 2020,168.77,2020
104,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2020,0.0,2020
105,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2020,9.98,2020
106,Retailer B,Vacant,Residential - Dwelling,RZ03,consumption 2020,0.0,2020
107,Retailer B,Occupied,,RZ06,consumption 2020,10.4,2020
108,Retailer A,Occupied,,RZ06,consumption 2020,297.69,2020
109,Retailer B,Occupied,Commercial - Community Services,RZ04,consumption 2020,11.77,2020
110,Retailer B,Occupied,Residential - Dwelling,RZ03,consumption 2020,5959.93,2020
111,Retailer D,Occupied,,RZ07,consumption 2020,105.97,2020
112,Retailer B,Occupied,Object of Interest - Place of Worship,RZ05,consumption 2020,62.33,2020
113,Retailer A,Occupied,Commercial - Retail,RZ08,consumption 2020,0.0,2020
114,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2020,8.34,2020
115,Retailer K,Occupied,Commercial - Retail,RZ01,consumption 2020,2425.13,2020
116,Retailer A,Occupied,Commercial - Office,RZ02,consumption 2020,34.15,2020
117,Retailer A,Occupied,Commercial - Medical,RZ03,consumption 2020,116.71,2020
118,Retailer A,Occupied,Commercial - Retail,RZ03,consumption 2020,73.49,2020
119,Retailer A,Vacant,Parent Shell - Property Shell,RZ02,consumption 2020,-6.4,2020
120,Retailer B,Occupied,Commercial - Retail,RZ02,consumption 2020,78.84,2020
121,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2020,0.0,2020
123,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2020,1029.95,2020
125,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2020,278.98,2020
126,Retailer A,Occupied,Commercial - Office,RZ02,consumption 2020,11.77,2020
127,Retailer G,Occupied,Parent Shell - Property Shell,RZ04,consumption 2020,845.08,2020
128,Retailer B,Occupied,,RZ04,consumption 2020,3896.43,2020
129,Retailer A,Vacant,Commercial - Office,RZ08,consumption 2020,22.61,2020
130,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2020,35.32,2020
131,Retailer D,Occupied,Commercial - Retail,RZ03,consumption 2020,0.0,2020
132,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2020,417.74,2020
133,Retailer A,Occupied,Parent Shell - Property Shell,RZ04,consumption 2020,558.01,2020
134,Retailer B,Occupied,Residential - Dwelling,RZ01,consumption 2020,153.01,2020
135,Retailer B,Vacant,Parent Shell - Property Shell,RZ02,consumption 2020,53.98,2020
138,Retailer A,Occupied,Residential - Dwelling,RZ01,consumption 2020,1327.04,2020
142,Retailer A,Occupied,Commercial - Retail,RZ01,consumption 2020,0.0,2020
147,Retailer B,Occupied,Commercial - Leisure,RZ02,consumption 2020,111.62,2020
148,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2020,501.36,2020
149,Retailer B,Occupied,,RZ05,consumption 2020,83.79,2020
150,Retailer B,Occupied,Commercial - Agricultural,RZ07,consumption 2020,11.56,2020
151,Retailer B,Occupied,,RZ04,consumption 2020,0.0,2020
152,Retailer F,Occupied,Commercial - Education,RZ07,consumption 2020,440.32,2020
153,Retailer B,Occupied,Commercial - Agricultural,RZ02,consumption 2020,288.0,2020
157,Retailer B,Occupied,Commercial - Leisure,RZ02,consumption 2020,1983.17,2020
159,Retailer A,Occupied,Commercial - Transport,RZ01,consumption 2020,0.0,2020
160,Retailer C,Occupied,Parent Shell - Property Shell,RZ04,consumption 2020,547.46,2020
161,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2020,10.15,2020
162,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2020,149.55,2020
163,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2020,36.38,2020
164,Retailer D,Occupied,,RZ01,consumption 2020,7.47,2020
165,Retailer D,Occupied,Commercial - Retail,RZ05,consumption 2020,351.93,2020
167,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2020,4.94,2020
169,Retailer B,Occupied,Commercial - Office,RZ03,consumption 2020,7.14,2020
170,Retailer B,Occupied,Commercial - Industrial,RZ03,consumption 2020,0.0,2020
172,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2020,0.0,2020
173,Retailer I,Occupied,Commercial - Education,RZ03,consumption 2020,1358.17,2020
175,Retailer A,Occupied,Commercial - Industrial,RZ02,consumption 2020,74.92,2020
176,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2020,31.76,2020
177,Retailer D,Occupied,Commercial - Retail,RZ04,consumption 2020,10.75,2020
178,Retailer B,Occupied,Commercial - Medical,RZ04,consumption 2020,73.38,2020
179,Retailer B,Occupied,Commercial - Office,RZ03,consumption 2020,0.0,2020
180,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2020,85.66,2020
181,Retailer A,Occupied,Commercial - Industrial,RZ02,consumption 2020,0.0,2020
183,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2020,778.4,2020
184,Retailer F,Occupied,Commercial - Retail,RZ04,consumption 2020,1440.7,2020
187,Retailer B,Occupied,Commercial - Office,RZ08,consumption 2020,0.0,2020
188,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2020,3.48,2020
189,Retailer I,Occupied,Commercial - Emergency/Rescue Service,RZ06,consumption 2020,26.62,2020
190,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2020,5.95,2020
191,Retailer B,Occupied,Residential - Dwelling,RZ02,consumption 2020,6.8,2020
192,Retailer L,Occupied,Commercial - Retail,RZ04,consumption 2020,344.97,2020
193,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2020,887.65,2020
195,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2020,24.29,2020
196,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2020,603.0,2020
197,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2020,25.17,2020
198,Retailer G,Vacant,Commercial - Retail,RZ02,consumption 2020,25.47,2020
199,Retailer B,Occupied,Residential - Dwelling,RZ03,consumption 2020,9.79,2020
200,Retailer B,Occupied,Commercial - Leisure,RZ05,consumption 2020,1.92,2020
201,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2020,0.0,2020
202,Retailer B,Occupied,Residential - Dwelling,RZ02,consumption 2020,1038.34,2020
203,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2020,6.28,2020
204,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ04,consumption 2020,385.25,2020
205,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2020,146.55,2020
206,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2020,27.47,2020
207,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2020,79.15,2020
208,Retailer A,Occupied,Commercial - Education,RZ02,consumption 2020,574.76,2020
209,Retailer A,Occupied,Parent Shell - Property Shell,RZ05,consumption 2020,131.67,2020
210,Retailer B,Occupied,,RZ02,consumption 2020,37.4,2020
211,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2020,11.97,2020
